,address,availability,bathroom,bedrooms,date_listed,date_update,furnished,gender,link,parking,pet,price,smoking,text,title,type_,user,views,latitude,longitude
974,"Henley Marine Dr, Five Dock NSW 2046, Australia",04/12/2018,,,15/11/2018,15/11/2018,Yes,,https://www.gumtree.com.au/s-ad/five-dock/flatshare-houseshare/private-double-room-in-five-dock/1201012389,Off Street,No,$290,No,"Hi there,,I'm renting one double room with share bathroom in my house in Five Dock.,We are 3 people, the house is really big and it has everything that you need!,I'm renting the room only for a single person from the 4th of December until the 18th of December. The price would be 290$ x week bills included.,I can provide linens, towels, fully equipped kitchen and if you have your own transport you can park in the street, it's free parking.,If need public transport, the bus stop is 2 min walk and it goes directly to the city.,For any further information please contact me.,Thank you,Susanna",Private double room in Five Dock,Townhouse Share,"susanna,Gummie since, ,2016","20, , views",-33.8731358,151.1299449
975,"Lidcombe, NSW",17/11/2018,2 Bathrooms,4 Bedrooms,15/11/2018,15/11/2018,Yes,No Preference,https://www.gumtree.com.au/s-ad/lidcombe/flatshare-houseshare/large-and-clean-room-for-rent-in-lidcombe/1201012562,Street,No,$200,No,"Large and clean room for rent in Lidcombe,---4 bed , 2 bath all renovation house,---All included(NBN internet, water , electricity, gas etc.),---all furnished(double bed, desk etc.),---1km from Lidcombe station,---1 people:$200, 2peoples:$270,---2 weeks bond, 2 weeks advance,Kadrick:******** 500",Large and clean room for rent in Lidcombe,Houseshare,"Kadrick,Gummie since, ,2012","26, , views",-33.8630649,151.0456771
976,Epping NSW 2121,15/11/2018,3 Bathrooms,5 Bedrooms,14/11/2018,14/11/2018,Yes,Male,https://www.gumtree.com.au/s-ad/epping/flatshare-houseshare/epping-single-room-180-bills-included/1201005430,None,No,$180,No,"$180 pw, own room (not shared);,Furnished with double bed;,Large and clean house ( new carpet, new bathroom and toilet) located in quiet street opposite a park in Epping;,You would be sharing with friendly/considerate university student/recent graduates from Europe and Australia;,Close to Epping train station – frequent express trains/buses to Sydney CBD and Macquarie University;,Bills included (gas, water, electricity, unlimited Optus cable broadband internet);,Indoor and outdoor dining.,Gym set, table tennis and swimming pool.,Please note: we are looking for ONE university student or recent graduate/professional (MALE only, No couples).","Epping single room $180, bills included",Houseshare,"Lin,Gummie since, ,2011","40, , views",-33.7726271,151.0822814
977,"Strathfield Station, Strathfield NSW",30/11/2018,1 Bathroom,2 Bedrooms,15/11/2018,15/11/2018,Yes,Female,https://www.gumtree.com.au/s-ad/strathfield/flatshare-houseshare/housemate-in-strathfield/1201012728,None,No,$300,Yes,"Hi.,Im looking for housemate.,Have private balcony and near staiton. Every shop in 1min. It means very close every where and night time safe. Also many train can get from city.,Hav night line bus as well.,Im from korean we can enjoy bbq as well sometime.,I hope vey nice person come in my house,Pease, If you have qustion send massage me and come inspection.",Housemate in strathfield,Houseshare,"JJ,Gummie since, ,2015","15, , views",-33.871941,151.0938279
978,"Strathfield Station, Albert Rd, Stand G, Strathfield NSW",07/12/2018,1 Bathroom,2 Bedrooms,15/11/2018,15/11/2018,Yes,Female,https://www.gumtree.com.au/s-ad/strathfield/flatshare-houseshare/flatmate-in-strathfield/1201012984,None,No,$180,Yes,"Im lokking for new housemate. This room is living room but I made private room.,Only leave 3people include you guys....whoever one person.,Very close station and all supermarket only 1min.,Safe night time and easy to go city.,Im come from korean so some time can go bbq , im working full time to go city place.,I hope someone interested this one just send message me please.",Flatmate in strathfield,,"JJ,Gummie since, ,2015","17, , views",none,none
979,new south head road,15/11/2018,2 Bathrooms,5 Bedrooms,15/11/2018,15/11/2018,Yes,No Preference,https://www.gumtree.com.au/s-ad/lewisham/flatshare-houseshare/single-room-220/1201017963,Street,No,$220,,"Nice sigle room ready to move in!,Bus stop is a minute away from the house,5mins walk to Lewisham station,Close to shopping center,Clean and quite,Bond is $880,Rent is pay fortnightly",Single room $220,Flatshare,"Amanda,Gummie since, ,2017","25, , views",-33.8570089,151.2816907
980,Croydon Park NSW,15/11/2018,1 Bathroom,2 Bedrooms,15/11/2018,15/11/2018,Yes,Female,https://www.gumtree.com.au/s-ad/croydon-park/flatshare-houseshare/furnished-flat-share-for-telugu-female/1201013362,LUG,,$160,,"hi,,We are telugu speaking couple and looking for telugu female flatmate to stay in second bed room. it is only for one person. our furnished unit located in croydon park and near to Ashfeild, Campsi (5mins bus journey or 15 mins walk) and Burwood (10mins bus journey). More convenient busses to ashfeild, burwood, campsi and city.,The rent is 160$ per week included all bills with 50mbps nbn unlimited internet. one car park avialable if you need.,we are looking for frendly and easy going female.,If you need any further information or inspect please contact me on ******3006 or email.,thank you.",Furnished flat share- for Telugu Female,Flatshare,"haritha,Gummie since, ,2016","10, , views",-33.8975316,151.1024641
981,dora st,,2 Bathrooms,2 Bedrooms,15/11/2018,15/11/2018,Yes,Female,https://www.gumtree.com.au/s-ad/hurstville/flatshare-houseshare/room-available-for-nepalese-2-girls-or-couple/1201018214,Street,No,$250,No,"Room available for 2 girls or couple in Hurstville. 8min from station and Westfield. Built in wardrobe,seperate bathroom,huge balcony,should be neat and clean. Available now. Rent 250$ excluding bills contact ******6399 ******7399",Room available for Nepalese 2 girls or couple,,"krita,Gummie since, ,2015","40, , views",51.5153657,-0.0325163
982,quakers hill,,,3 Bedrooms,15/11/2018,3 hours ago,Yes,Female,https://www.gumtree.com.au/s-ad/quakers-hill/flatshare-houseshare/room-for-rent/1201018217,,,$170,,"Offering a furnished room to single Punjabi girl in sharing house.,Large modern owner occupied house with 3 bedrooms, lounge and dining area. pergola, bathrooms and a toilet downstairs with all modern furnishings. 2 min walk to bus, and 10 min to local amenities.,Please note: if one girl want the room the rent is $190.,All bills included.,Only for Punjabi working girls.",Room for rent,,"nish,Gummie since, ,2014","12, , views",-33.7344444,150.8788889
983,"12 Regent St, Chippendale NSW 2008, Australia",15/11/2018,2 Bathrooms,3 Bedrooms,15/11/2018,15/11/2018,Yes,Male,https://www.gumtree.com.au/s-ad/chippendale/flatshare-houseshare/roomshare-125-wk-own-key-best-location-/1201018222,,,$125,,"Hi, we are looking for 1 male to stay in our 3 bed room unit,It's $125/wk,Including all bills (electricity and gas),Unlimited internet,Own key for everyone,Large livingroom with 40"" LED TV,2 large fridges,Washing machine, dryer are also provided,Very good location:,Just 2 minutes from Central train station,1 minute to bus stops,2 minutes to Central Park,2 minutes to Supermarket and shops,Restaurants are just aroud the aptment,Please text or call ******8978 for inspection =)",Roomshare - $125/wk - own key - best location =),Flatshare,"Gumtree User,Gummie since, ,2010","23, , views",-33.8846789,151.2026502
984,Wellington Street,15/11/2018,2 Bathrooms,2 Bedrooms,15/11/2018,15/11/2018,Yes,Female,https://www.gumtree.com.au/s-ad/waterloo/flatshare-houseshare/spacious-master-bed-with-its-own-bathroom-for-rent/1201018532,Street,No,$400,,"This is a spacious ground floor two bed two bath apartment. It is within a secured tranquil complex. Only 2 -5 mins away you will find various restaurants&cafes, supermarkets (Aldi&Cloes) & bus stops (M20, 301, 302, 303). Furniture & homeware stores (Supa Centre) are only 10 mins walking distance. You will also find East Village, Taylor’s College & UNSW in this neighbourhood.,This spacious apartment is our family property. I have recently moved it and am looking for a female housemate.,I work in Pyrmont, and my work is a typical office type of job. I use my weekend to run art classes in the living room. This is my side business, currently the class runs once a month.,The master bedroom is up for renting with your own big bathroom. As it is located on one side of the apartment it can be easily blocked off for your privacy.,I'm not a party person and not usually have many friends over for late nights or have them staying over. I’m looking for a female housemate who is the same (i.e. not a party person, loves quietness, clean, respectful & not a heavy cooker).,This room is only renting to one person & it is ready for rent now. All furniture and home ware are new, just bring your personal items & you are ready to move in!,If you are interested, please message to my mobile phone ******2859. Thanks!",Spacious master bed with its own bathroom for rent,Flatshare,"Monica,Gummie since, ,2010","20, , views",22.2810766,114.1560454
985,Westmead NSW,28/11/2018,1 Bathroom,1 Bedroom,15/11/2018,15/11/2018,Yes,Female,https://www.gumtree.com.au/s-ad/westmead/flatshare-houseshare/room-for-rent/1201018571,,,$260,,"A working professional female is offering to rent an independent bedroom with built-in mirrored wardrobe and an independent bathroom.,Kitchen is equipped with Gas Cooking, Electric oven, Dishwasher, Fridge, Microwave etc. Other facilities include Washing machine, Video intercom, Security alarm, Split Air-conditioning and all other modern amenities. The room is available from 27th November.,This is a new 2 bedroom apartment located in Westmead on Darcy road about 10 minutes walk to Wentworthville and Westmead railway stations and next door to Coles Supermarket and Indian grocery store.,Seeking Couples or female to share…………………….,If interested please call Akansha on ******9241 or email man******@******com",Room for rent,Flatshare,"Akansha manral,Gummie since, ,2016","29, , views",-33.8076498,150.9877265
986,Sydney olympic park,15/11/2018,2 Bathrooms,3 Bedrooms,15/11/2018,15/11/2018,Yes,No Preference,https://www.gumtree.com.au/s-ad/lidcombe/flatshare-houseshare/shared-bedroom-in-a-lovely-big-house-in-west-ryde/1201020103,Street,No,$300,No,"We have a lovely 3 bedroom house, one room is up for rent, you will be sharing the house with one couple , Adrian and Sarah in our late 20s, very easy going , lots of space in the house, a separate bathroom and hang out area with TV and a nice couch is also provided, the bills are included in the rent price, you can bring your own bedroom or use the one that is already provided, don't be shy and send message if you need further details, thank you",Shared bedroom in a lovely big house in West Ryde,Houseshare,"Adrian,Gummie since, ,2014","20, , views",-33.842903,151.072535
987,"Lane Cove North, NSW",15/11/2018,2 Bathrooms,,15/11/2018,15/11/2018,Yes,No Preference,https://www.gumtree.com.au/s-ad/lane-cove-north/flatshare-houseshare/own-furnished-room-and-bathroom-in-townhouse/1201020839,Off Street,No,$330,No,"3 bedroom, 2 bathroom apartment built on 3 levels which you will be sharing with one other person. The room available is built with a walk in robe and is fully furnished. You will also have your own private bathroom which is very spacious and modern. Both are located on the upper level.,The mezzanine level has my bedroom, the kitchen and an eating area and laundry with washer and dryer.,Downstairs is an open plan, dining room (which looks out onto the patio that catches the morning sun) and living room.,- There is a 10-minute walk from buses and the train. Easy access to the M2 & Epping Road.,- On-site facilities include a lap pool.,- Surrounded by enormous park life and reserves.",Own furnished room and bathroom in townhouse,Townhouse Share,"Jacqueline,Gummie since, ,2012","13, , views",-33.8059265,151.1617117
988,4a Burns street,Also one room is available for single girl to share with another girl in same house.,2 Bathrooms,3 Bedrooms,15/11/2018,15/11/2018,Yes,,https://www.gumtree.com.au/s-ad/campsie/flatshare-houseshare/room-for-rent-at-campsie/1201020975,Street,No,$120,Yes,"One room in three bedrooms granny flat with inbuild wardrobe is available for couples or two girls or two boys at Campsie, 9-10 minus from station. Available from 24 November. Rent is 120 for single and 250 for couple. For further information and features call/message me in this number ******4749,Also one room is available for single girl to share with another girl in same house.,Feel free to contact me. Thank you",Room for rent at Campsie,Houseshare,"Rustam Bajgain,Gummie since, ,2017","75, , views",42.635260125,-71.309699375
989,Pyrmont NSW,11/12/2018,2 Bathrooms,2 Bedrooms,15/11/2018,15/11/2018,Yes,Male,https://www.gumtree.com.au/s-ad/pyrmont/flatshare-houseshare/clean-roomshare-with-en-suite-bathroom-in-pyrmont/1201026018,None,No,$255,No,"CLEAN ROOMSHARE WITH EN-SUITE BATHROOM IN PYRMONT,WANTED: ONE MALE in Master twin shared room - $255 PER PERSON,(Share room WITH only ONE other friendly male),DESCRIPTION: 2 bedrooms, 2 bathrooms fully equipped kitchen, living room, dining area, laundry room.,UNIT IS FULLY FURNISHED AND EQUIPPED: Modern Massive 50TV, Fridge, Pots/Pans, Cutlery, Microwave, Toaster, Kettle, FRONT LOADER washing machine, unlimited FREE WI-FI,ROOM: Two single beds with linen, 2 bedside tables with lamps, built-in wardrobes and en-suite bathroom.,LOCATION: PYRMONT STREET PYRMONT,9 minutes walking distance to Fish Market,11 minutes walking distance to Casino Wharf,13 minutes walking distance to Darling Harbour,Walking distance to most International Schools and Colleges,Nearest SUPERMARKET: COLES 5 minutes walking distance,NEAREST BUS STATION: Harris St at Allen St 2 minutes walking distance,Bus Number: 501 (15 minutes) to USYD and (6 minutes) to UTS,Nearest Train Stations: Town Hall Train Station ~ 20 min walk,(12 minutes by train to Bondi Junction, 26 minutes by train to Airport),HIGHLIGHTS:,- UNLIMITED FREE WI-FI,- FRIENDLY FLATMATES,- DATE AVAILABLE: Available ON DECEMBER 11, 2018,- SECURITY- you will receive a LEGAL contract with well-established share house accommodation agency,- CLEANEST UNITS IN SYDNEY,- WITH GREAT FACILITIES ACCESS : Swimming Pool and Gym,PLEASE NOTE: We prefer Minimum 4-month Agreement. *Shorter stay negotiable for a higher price and subject to the building by-laws *,*2 weeks rent as a bond is required and 2 weeks rent in advance. And one off $55 booking fee applies *,Please provide Australian mobile number so we can contact you for an inspection.",CLEAN ROOMSHARE WITH EN-SUITE BATHROOM IN PYRMONT,Flatshare,"ShareMyRoom,74, ,ads,Gummie since, ,2008","9, , views",-33.8692145,151.1923633
